description,name,protein,fat,carbohydrate,calories
"['rice', 'ready-to-eat']","Baby Toddler cereal, rice, ready-to-eat",1.38,0.3,16.1,73.0
"['oatmeal', 'ready-to-eat']","Baby Toddler cereal, oatmeal, ready-to-eat",2.54,1.3,13.8,76.0
"['multigrain', 'ready-to-eat']","Baby Toddler cereal, multigrain, ready-to-eat",1.87,0.89,15.0,75.0
"['multigrainwithfruit', 'ready-to-eat']","Baby Toddler cereal, multigrain with fruit, ready-to-eat",1.46,0.68,19.2,88.0
"['oatmealwithfruit', 'ready-to-eat']","Baby Toddler cereal, oatmeal with fruit, ready-to-eat",1.92,0.96,18.4,89.0
"['ricewithfruit', 'ready-to-eat']","Baby Toddler cereal, rice with fruit, ready-to-eat",1.12,0.27,20.0,87.0
[],Chilaquiles,10.8,10.8,14.8,197
[],Frito pie,8.96,21.1,27.2,329
[],Mexican pizza,15.5,14.0,15.3,249
[],Taco or tostada salad with meat,7.49,9.34,16.4,178
[],Taco or tostada salad with chicken,7.86,8.04,16.2,166
['meatless'],"Taco or tostada salad, meatless",5.31,7.37,19.2,162
[],Taco or tostada salad with meat and sour cream,6.86,10.6,14.9,181
[],Taco or tostada salad with chicken and sour cream,7.19,9.44,14.8,170
['meatlesswithsourcream'],"Taco or tostada salad, meatless with sour cream",4.95,8.89,17.4,167
['NFS'],"Taco, NFS",15.3,13.6,15.6,246
"['corntortilla', 'beef', 'cheese']","Taco, corn tortilla, beef, cheese",15.5,14.0,15.3,249
"['corntortilla', 'beef', 'withbeans', 'cheese']","Taco, corn tortilla, beef, with beans, cheese",10.7,10.6,19.1,213
"['corntortilla', 'pork', 'cheese']","Taco, corn tortilla, pork, cheese",14.9,14.5,15.3,252
"['corntortilla', 'pork', 'withbeans', 'cheese']","Taco, corn tortilla, pork, with beans, cheese",10.4,10.9,19.1,214
"['corntortilla', 'chicken', 'cheese']","Taco, corn tortilla, chicken, cheese",16.3,9.63,15.3,212
"['corntortilla', 'chicken', 'withbeans', 'cheese']","Taco, corn tortilla, chicken, with beans, cheese",11.0,8.47,19.1,194
"['corntortilla', 'withbeans', 'cheese']","Taco, corn tortilla, with beans, cheese",5.83,7.3,23.0,176
"['flourtortilla', 'beef', 'cheese']","Taco, flour tortilla, beef, cheese",16.7,12.3,18.9,258
"['flourtortilla', 'beef', 'withbeans', 'cheese']","Taco, flour tortilla, beef, with beans, cheese",11.9,8.95,22.7,221
"['flourtortilla', 'pork', 'cheese']","Taco, flour tortilla, pork, cheese",16.1,12.9,18.9,261
"['flourtortilla', 'pork', 'withbeans', 'cheese']","Taco, flour tortilla, pork, with beans, cheese",11.6,9.23,22.7,222
"['flourtortilla', 'chicken', 'cheese']","Taco, flour tortilla, chicken, cheese",17.5,7.94,18.9,220
"['flourtortilla', 'chicken', 'withbeans', 'cheese']","Taco, flour tortilla, chicken, with beans, cheese",12.3,6.77,22.7,202
"['flourtortilla', 'withbeans', 'cheese']","Taco, flour tortilla, with beans, cheese",7.03,5.6,26.6,184
['fish'],"Taco, fish",11.6,15.3,23.0,275
"['meat', 'nocheese']","Taco, meat, no cheese",15.2,13.2,15.9,243
"['meat', 'withbeans', 'nocheese']","Taco, meat, with beans, no cheese",10.1,9.68,20.0,205
"['withbeans', 'nocheese']","Taco, with beans, no cheese",5.0,6.18,24.0,167
['cheeseonly'],"Taco, cheese only",12.5,13.7,27.6,278
['NFS'],"Burrito, NFS",11.2,8.57,23.8,219
"['beef', 'cheese']","Burrito, beef, cheese",13.3,10.7,28.3,267
"['beef', 'withrice', 'cheese']","Burrito, beef, with rice, cheese",10.5,8.06,28.2,231
"['beef', 'withbeans', 'cheese']","Burrito, beef, with beans, cheese",11.2,8.57,23.8,219
"['beef', 'withbeansandrice', 'cheese']","Burrito, beef, with beans and rice, cheese",10.8,8.32,26.0,225
"['pork', 'cheese']","Burrito, pork, cheese",12.9,11.0,28.3,269
"['pork', 'withrice', 'cheese']","Burrito, pork, with rice, cheese",10.2,8.29,28.2,233
"['pork', 'withbeans', 'cheese']","Burrito, pork, with beans, cheese",10.9,8.81,23.8,220
"['pork', 'withbeansandrice', 'cheese']","Burrito, pork, with beans and rice, cheese",10.5,8.55,26.0,226
"['chicken', 'cheese']","Burrito, chicken, cheese",13.8,8.09,28.3,244
"['chicken', 'withrice', 'cheese']","Burrito, chicken, with rice, cheese",10.8,6.22,28.2,216
"['chicken', 'withbeans', 'cheese']","Burrito, chicken, with beans, cheese",11.5,6.74,23.8,203
"['chicken', 'withbeansandrice', 'cheese']","Burrito, chicken, with beans and rice, cheese",11.1,6.48,26.0,209
"['withbeans', 'nocheese']","Burrito, with beans, no cheese",7.41,3.95,30.8,188
"['withbeans', 'cheese']","Burrito, with beans, cheese",8.13,5.18,29.5,197
"['withbeansandrice', 'cheese']","Burrito, with beans and rice, cheese",6.93,4.9,32.2,202
"['meat', 'nocheese']","Burrito, meat, no cheese",12.8,9.75,29.6,262
"['meat', 'withrice', 'nocheese']","Burrito, meat, with rice, no cheese",9.84,6.91,29.6,224
"['meat', 'withbeans', 'nocheese']","Burrito, meat, with beans, no cheese",10.6,7.45,25.0,211
"['meat', 'withbeansandrice', 'nocheese']","Burrito, meat, with beans and rice, no cheese",10.2,7.18,27.3,218
['cheeseonly'],"Burrito, cheese only",14.0,16.8,30.5,331
['NFS'],"Burrito bowl, NFS",13.1,5.48,10.6,145
['beeforpork'],"Burrito bowl, beef or pork",20.1,14.3,0.24,215
"['beeforpork', 'withrice']","Burrito bowl, beef or pork, with rice",12.0,8.1,14.2,182
"['beeforpork', 'withbeans']","Burrito bowl, beef or pork, with beans",13.1,8.96,6.92,161
"['beeforpork', 'withbeansandrice']","Burrito bowl, beef or pork, with beans and rice",12.6,8.53,10.6,172
['chicken'],"Burrito bowl, chicken",21.2,8.22,0.24,162
"['chicken', 'withrice']","Burrito bowl, chicken, with rice",12.5,5.05,14.2,156
"['chicken', 'withbeans']","Burrito bowl, chicken, with beans",13.7,5.91,6.92,135
"['chicken', 'withbeansandrice']","Burrito bowl, chicken, with beans and rice",13.1,5.48,10.6,145
['withbeans'],"Burrito bowl, with beans",8.09,3.46,17.3,130
['NFS'],"Enchilada, NFS",10.1,9.1,14.6,179
['beef'],"Enchilada, beef",9.86,10.6,14.6,192
['pork'],"Enchilada, pork",9.63,10.8,14.6,193
['chicken'],"Enchilada, chicken",10.1,9.1,14.6,179
['nomeat'],"Enchilada, no meat",6.47,8.28,17.3,166
['NFS'],"Tamale, NFS",7.38,9.04,15.8,174
['beef'],"Tamale, beef",7.38,9.04,15.8,174
['pork'],"Tamale, pork",7.38,9.04,15.8,174
['chicken'],"Tamale, chicken",7.38,9.04,15.8,174
['nomeat'],"Tamale, no meat",3.48,7.21,26.7,186
[],Tamale casserole with meat,7.38,9.04,15.8,174
['NFS'],"Nachos, NFS",7.69,15.7,23.8,265
['cheeseonly'],"Nachos, cheese only",4.56,15.6,27.8,265
['beeforpork'],"Nachos, beef or pork",10.8,15.9,19.8,264
"['beeforpork', 'withbeans']","Nachos, beef or pork, with beans",9.34,12.4,18.2,220
['chicken'],"Nachos, chicken",11.3,13.2,19.8,241
"['chicken', 'withbeans']","Nachos, chicken, with beans",9.68,10.4,18.2,203
['withbeans'],"Nachos, with beans",4.69,11.3,23.2,209
['cheeseonly'],"Gordita, cheese only",10.9,21.8,22.3,326
['withbeans'],"Gordita, with beans",5.89,11.9,20.1,208
['meat'],"Gordita, meat",17.1,19.4,13.1,297
"['meat', 'withbeans']","Gordita, meat, with beans",11.5,15.6,16.6,252
['meat'],"Chimichanga, meat",12.1,18.8,25.7,325
['withbeans'],"Chimichanga, with beans",7.39,13.8,26.8,261
['chicken'],"Chimichanga, chicken",12.5,16.4,25.7,304
['NFS'],"Quesadilla, NFS",13.6,16.4,28.5,319
['cheeseonly'],"Quesadilla, cheese only",13.6,16.4,28.5,319
['beeforpork'],"Quesadilla, beef or pork",14.2,15.2,27.3,306
['chicken'],"Quesadilla, chicken",14.6,13.1,27.3,288
['withvegetables'],"Quesadilla, with vegetables",8.27,11.4,29.1,253
"['beeforpork', 'withvegetables']","Quesadilla, beef or pork, with vegetables",11.2,13.3,28.2,280
"['chicken', 'withvegetables']","Quesadilla, chicken, with vegetables",11.4,12.2,28.2,270
['egg'],"Quesadilla, egg",10.9,13.8,20.0,249
"['egg', 'withmeat']","Quesadilla, egg, with meat",11.5,14.0,19.1,249
['cheeseonly'],"Taquito, cheese only",11.4,15.5,32.1,311
['beeforpork'],"Taquito, beef or pork",12.2,12.5,31.6,288
['chicken'],"Taquito, chicken",12.6,10.4,31.6,270
['egg'],"Taquito, egg",9.9,13.6,29.2,281
['NFS'],"Fajita, NFS",11.7,11.0,17.9,218
['chicken'],"Fajita, chicken",11.4,9.83,17.9,205
['beeforpork'],"Fajita, beef or pork",12.1,12.3,17.9,230
['shrimp'],"Fajita, shrimp",8.36,8.94,18.3,188
['vegetable'],"Fajita, vegetable",3.27,7.89,20.3,164
['cheeseonly'],"Pupusa, cheese only",11.7,13.2,22.4,256
['withbeans'],"Pupusa, with beans",5.59,9.01,31.5,229
['meat'],"Pupusa, meat",11.5,10.4,23.0,232
"['meat', 'withbeans']","Pupusa, meat, with beans",8.55,9.72,27.3,230
"['cheese', 'fromfrozen', 'thincrust']","Pizza, cheese, from frozen, thin crust",11.9,11.1,28.8,263
"['cheese', 'fromfrozen', 'thickcrust']","Pizza, cheese, from frozen, thick crust",12.4,8.78,32.9,260
"['cheese', 'fromrestaurantorfastfood', 'NSastotypeofcrust']","Pizza, cheese, from restaurant or fast food, NS as to type of crust",11.4,9.69,33.3,266
"['cheese', 'fromrestaurantorfastfood', 'thincrust']","Pizza, cheese, from restaurant or fast food, thin crust",12.8,14.0,31.2,302
"['cheese', 'fromrestaurantorfastfood', 'mediumcrust']","Pizza, cheese, from restaurant or fast food, medium crust",11.4,9.69,33.3,266
"['cheese', 'fromrestaurantorfastfood', 'thickcrust']","Pizza, cheese, from restaurant or fast food, thick crust",10.8,10.5,33.2,271
"['cheese', 'stuffedcrust']","Pizza, cheese, stuffed crust",12.2,11.6,30.0,274
"['cheese', 'fromschoollunch', 'mediumcrust']","Pizza, cheese, from school lunch, medium crust",13.7,8.59,29.7,250
"['cheese', 'fromschoollunch', 'thincrust']","Pizza, cheese, from school lunch, thin crust",12.7,7.91,31.3,247
"['cheese', 'fromschoollunch', 'thickcrust']","Pizza, cheese, from school lunch, thick crust",14.6,9.27,28.1,254
"['extracheese', 'thincrust']","Pizza, extra cheese, thin crust",13.5,14.3,29.7,302
"['extracheese', 'thickcrust']","Pizza, extra cheese, thick crust",11.4,11.0,31.8,272
"['cheese', 'withvegetables', 'fromfrozen', 'thincrust']","Pizza, cheese, with vegetables, from frozen, thin crust",9.24,10.8,26.5,240
"['cheesewithvegetables', 'fromfrozen', 'thickcrust']","Pizza, cheese with vegetables, from frozen, thick crust",11.6,8.22,31.3,245
"['cheese', 'withvegetables', 'fromrestaurantorfastfood', 'thincrust']","Pizza, cheese, with vegetables, from restaurant or fast food, thin crust",11.2,12.0,28.0,265
"['cheese', 'withvegetables', 'fromrestaurantorfastfood', 'mediumcrust']","Pizza, cheese, with vegetables, from restaurant or fast food, medium crust",10.3,8.69,30.7,242
"['cheese', 'withvegetables', 'fromrestaurantorfastfood', 'thickcrust']","Pizza, cheese, with vegetables, from restaurant or fast food, thick crust",9.74,9.39,30.4,245
['thincrust'],"Pizza with cheese and extra vegetables, thin crust",9.73,10.9,24.4,233
['mediumcrust'],"Pizza with cheese and extra vegetables, medium crust",9.29,8.22,27.6,221
['thickcrust'],"Pizza with cheese and extra vegetables, thick crust",9.51,9.46,29.4,240
"['cheese', 'withfruit', 'thincrust']","Pizza, cheese, with fruit, thin crust",10.7,11.6,28.1,259
"['cheese', 'withfruit', 'mediumcrust']","Pizza, cheese, with fruit, medium crust",9.97,8.44,30.7,238
"['cheese', 'withfruit', 'thickcrust']","Pizza, cheese, with fruit, thick crust",9.58,9.29,30.8,245
"['fromfrozen', 'thincrust']","Pizza with pepperoni, from frozen, thin crust",12.2,12.7,27.5,274
"['fromfrozen', 'mediumcrust']","Pizza with pepperoni, from frozen, medium crust",12.4,11.4,29.7,271
"['fromfrozen', 'thickcrust']","Pizza with pepperoni, from frozen, thick crust",12.6,10.0,31.8,268
"['fromrestaurantorfastfood', 'NSastotypeofcrust']","Pizza with pepperoni, from restaurant or fast food, NS as to type of crust",11.7,11.9,32.0,282
"['fromrestaurantorfastfood', 'thincrust']","Pizza with pepperoni, from restaurant or fast food, thin crust",14.0,17.6,29.0,331
"['fromrestaurantorfastfood', 'mediumcrust']","Pizza with pepperoni, from restaurant or fast food,  medium crust",11.7,11.9,32.0,282
"['fromrestaurantorfastfood', 'thickcrust']","Pizza with pepperoni, from restaurant or fast food, thick crust",11.5,12.6,31.8,287
['stuffedcrust'],"Pizza with pepperoni, stuffed crust",12.9,15.0,27.2,296
"['fromschoollunch', 'thincrust']","Pizza with pepperoni, from school lunch, thin crust",12.8,8.62,31.2,254
"['withpepperoni', 'fromschoollunch', 'mediumcrust']","Pizza, with pepperoni, from school lunch, medium crust",13.6,9.22,29.8,256
"['fromschoollunch', 'thickcrust']","Pizza with pepperoni, from school lunch, thick crust",14.4,9.82,28.3,259
"['fromfrozen', 'thincrust']","Pizza with meat other than pepperoni, from frozen, thin crust",12.3,12.1,27.0,267
"['fromfrozen', 'mediumcrust']","Pizza with meat other than pepperoni, from frozen, medium crust",12.5,10.9,29.2,265
"['fromfrozen', 'thickcrust']","Pizza with meat other than pepperoni, from frozen, thick crust",12.7,9.65,31.4,263
"['fromrestaurantorfastfood', 'NSastotypeofcrust']","Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",11.5,12.4,30.6,280
"['fromrestaurantorfastfood', 'thincrust']","Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",13.4,17.7,27.0,321
"['fromrestaurantorfastfood', 'mediumcrust']","Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",11.5,12.4,30.6,280
"['fromrestaurantorfastfood', 'thickcrust']","Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",11.1,12.9,30.4,282
"['withmeatotherthanpepperoni', 'stuffedcrust']","Pizza, with meat other than pepperoni, stuffed crust",12.8,13.0,27.3,278
"['withmeatotherthanpepperoni', 'fromschoollunch', 'mediumcrust']","Pizza, with meat other than pepperoni, from school lunch, medium crust",12.9,8.45,31.4,254
"['withmeatotherthanpepperoni', 'fromschoollunch', 'thincrust']","Pizza, with meat other than pepperoni, from school lunch, thin crust",12.6,7.83,32.2,250
"['withmeatotherthanpepperoni', 'fromschoollunch', 'thickcrust']","Pizza, with meat other than pepperoni, from school lunch, thick crust",13.3,9.07,30.6,257
['thincrust'],"Pizza with extra meat, thin crust",15.8,16.4,22.7,303
['mediumcrust'],"Pizza with extra meat, medium crust",13.8,12.4,26.6,274
['thickcrust'],"Pizza with extra meat, thick crust",13.3,13.0,26.6,278
"['fromfrozen', 'thincrust']","Pizza with meat and vegetables, from frozen, thin crust",11.3,14.4,25.1,276
"['fromfrozen', 'mediumcrust']","Pizza with meat and vegetables, from frozen, medium crust",11.3,14.4,25.1,276
"['fromfrozen', 'thickcrust']","Pizza with meat and vegetables, from frozen, thick crust",12.6,11.8,28.8,271
"['fromrestaurantorfastfood', 'thincrust']","Pizza with meat and vegetables, from restaurant or fast food, thin crust",12.7,13.1,25.0,269
"['fromrestaurantorfastfood', 'mediumcrust']","Pizza with meat and vegetables, from restaurant or fast food, medium crust",11.0,10.9,25.4,244
"['fromrestaurantorfastfood', 'thickcrust']","Pizza with meat and vegetables, from restaurant or fast food, thick crust",10.9,10.5,30.1,259
['thincrust'],"Pizza with extra meat and extra vegetables, thin crust",12.4,12.0,22.2,246
['thickcrust'],"Pizza with extra meat and extra vegetables, thick crust",11.0,9.97,26.4,239
['mediumcrust'],"Pizza with extra meat and extra vegetables, medium crust",11.4,9.29,26.0,233
['thincrust'],"Pizza with meat and fruit, thin crust",12.0,11.5,25.3,253
['mediumcrust'],"Pizza with meat and fruit, medium crust",11.0,8.58,28.1,233
['thickcrust'],"Pizza with meat and fruit, thick crust",10.6,9.53,29.1,244
['thincrust'],"Pizza with beans and vegetables, thin crust",10.3,9.48,25.4,227
['thickcrust'],"Pizza with beans and vegetables, thick crust",9.46,8.18,28.6,225
"['nocheese', 'thincrust']","Pizza, no cheese, thin crust",7.48,13.7,31.0,276
"['nocheese', 'thickcrust']","Pizza, no cheese, thick crust",7.58,12.3,38.3,292
"['cheese', 'thincrust']","White pizza, cheese, thin crust",12.4,13.7,27.6,285
"['cheese', 'thickcrust']","White pizza, cheese, thick crust",11.8,11.4,31.8,280
"['cheese', 'withvegetables', 'thincrust']","White pizza, cheese, with vegetables, thin crust",10.1,11.7,23.6,241
"['cheese', 'withvegetables', 'thickcrust']","White pizza, cheese, with vegetables, thick crust",10.0,10.1,27.8,244
"['cheese', 'withmeat', 'thincrust']","White pizza, cheese, with meat, thin crust",13.6,17.4,22.8,304
"['cheese', 'withmeat', 'thickcrust']","White pizza, cheese, with meat, thick crust",12.8,14.8,27.2,296
"['cheese', 'withmeatandvegetables', 'thincrust']","White pizza, cheese, with meat and vegetables, thin crust",12.1,15.3,21.1,272
"['cheese', 'withmeatandvegetables', 'thickcrust']","White pizza, cheese, with meat and vegetables, thick crust",11.7,13.3,25.3,270
"['withcheese', 'meatless']","Calzone, with cheese, meatless",17.6,22.5,29.5,389
['withmeatandcheese'],"Calzone, with meat and cheese",14.8,17.7,31.3,343
[],Pizza rolls,9.19,10.5,53.4,345
"['cheese', 'wholewheatthincrust']","Pizza, cheese, whole wheat thin crust",11.8,12.4,28.6,267
"['cheese', 'wholewheatthickcrust']","Pizza, cheese, whole wheat thick crust",11.4,10.4,33.0,265
"['withmeat', 'wholewheatthincrust']","Pizza, with meat, whole wheat thin crust",13.0,16.4,23.6,289
"['withmeat', 'wholewheatthickcrust']","Pizza, with meat, whole wheat thick crust",12.5,14.0,28.1,284
"['cheeseandvegetables', 'wholewheatthincrust']","Pizza, cheese and vegetables, whole wheat thin crust",9.61,10.6,24.4,226
"['cheeseandvegetables', 'wholewheatthickcrust']","Pizza, cheese and vegetables, whole wheat thick crust",9.67,9.29,28.7,231
"['cheese', 'gluten-freethincrust']","Pizza, cheese, gluten-free thin crust",8.73,13.6,26.5,264
"['cheese', 'gluten-freethickcrust']","Pizza, cheese, gluten-free thick crust",7.81,11.9,30.5,261
"['withmeat', 'gluten-freethincrust']","Pizza, with meat, gluten-free thin crust",10.6,17.4,21.9,287
"['withmeat', 'gluten-freethickcrust']","Pizza, with meat, gluten-free thick crust",9.48,15.2,26.1,280
"['cheeseandvegetables', 'gluten-freethincrust']","Pizza, cheese and vegetables, gluten-free thin crust",7.18,11.6,22.7,223
"['cheeseandvegetables', 'gluten-freethickcrust']","Pizza, cheese and vegetables, gluten-free thick crust",6.68,10.5,26.7,228
[],Breakfast pizza with egg,14.0,14.5,25.6,292
['meatless'],"Egg roll, meatless",5.62,14.1,30.0,270
['withshrimp'],"Egg roll, with shrimp",5.62,14.1,30.0,270
['withbeefand/orpork'],"Egg roll, with beef and/or pork",9.39,14.3,27.9,278
['withchickenorturkey'],"Egg roll, with chicken or turkey",9.86,11.8,27.0,254
"['vegetablesandricepaper', 'notfried']","Roll with meat and/or shrimp, vegetables and rice paper, not fried",5.65,2.62,17.0,110
"['dumplingorpotsticker', 'fried']","Wonton, dumpling or pot sticker, fried",8.76,11.1,14.0,192
"['dumplingorpotsticker', 'fried', 'nomeat']","Wonton, dumpling or pot sticker, fried, no meat",8.76,11.1,14.0,192
"['fried', 'crabmeatandcreamcheesefilled']","Puffs, fried, crab meat and cream cheese filled",9.52,15.4,35.4,316
"['dumplingorpotsticker', 'steamed']","Wonton, dumpling or pot sticker, steamed",6.9,4.6,11.1,113
['NFS'],"Empanada, NFS",7.23,16.0,29.9,292
['nomeat'],"Empanada, no meat",5.78,13.2,31.5,265
['beef'],"Empanada, beef",12.1,19.2,27.4,333
"['beef', 'withvegetables']","Empanada, beef, with vegetables",7.23,16.0,29.9,292
['chicken'],"Empanada, chicken",12.6,16.5,27.4,309
"['chicken', 'withvegetables']","Empanada, chicken, with vegetables",7.39,15.1,29.9,284
['PuertoRicanstyle'],"Cornmeal stick, Puerto Rican style",6.92,21.0,48.4,415
['PuertoRicanstyle'],"Kibby, Puerto Rican style",8.76,7.2,18.0,168
[],Bacalaitos fritos,14.4,8.63,36.1,281
['PuertoRicanstyle'],"Hayacas, Puerto Rican style",5.83,10.8,9.36,157
['withmeat'],"Crepe, with meat",12.9,10.1,7.73,173
[],Pierogi,5.26,6.14,29.6,195
['cheese'],"Gnocchi, cheese",8.51,12.0,9.38,178
['potato'],"Gnocchi, potato",2.44,6.33,17.2,135
[],Knish,10.4,19.8,31.5,343
[],Bao bun,11.2,7.58,39.8,273
['nomeat'],"Bao bun, no meat",6.73,2.94,54.3,268
['cheese-filled'],"Pastry, cheese-filled",8.29,19.9,14.9,271
['eggandcheesefilled'],"Pastry, egg and cheese filled",8.38,15.7,43.8,349
['meat/poultry-filled'],"Pastry, meat / poultry-filled",11.5,19.2,30.9,341
[],Spanakopita,7.51,15.5,10.1,211
[],Samosa,5.11,17.4,33.1,309
['poultryorfish'],"Quiche with meat, poultry or fish",15.8,30.8,11.8,386
['meatless'],"Spinach quiche, meatless",10.5,23.7,11.4,298
['meatless'],"Cheese quiche, meatless",12.2,29.4,13.4,364
['NFS'],"Turnover or hot pocket, NFS",10.3,11.9,27.9,260
['meatless'],"Turnover or hot pocket, meatless",5.11,7.73,27.0,197
['beef'],"Turnover or hot pocket, beef",10.4,10.2,24.5,232
['ham'],"Turnover or hot pocket, ham",9.35,11.8,27.8,256
"['pizzapocket', 'meat']","Turnover or hot pocket, pizza pocket, meat",10.3,11.9,27.9,260
